"age","job","marital","education","balance","loan","contact","day","month","poutcome","y"
38,"management","married","tertiary",-70,"no","cellular",30,"jan","other","no"
34,"management","married","tertiary",1310,"no","telephone",30,"jan","other","no"
31,"management","married","tertiary",1384,"no","cellular",30,"jan","other","no"
27,"management","single","tertiary",0,"no","cellular",30,"jan","unknown","no"
26,"management","married","tertiary",265,"no","cellular",30,"jan","unknown","no"
37,"management","married","primary",22856,"no","cellular",2,"jul","failure","no"
24,"management","single","tertiary",172,"no","cellular",3,"jul","unknown","no"
36,"management","single","tertiary",678,"yes","unknown",4,"jul","unknown","no"
66,"management","married","tertiary",2169,"no","cellular",7,"jul","unknown","no"
47,"management","married","tertiary",-50,"yes","cellular",7,"jul","unknown","no"
41,"management","married","secondary",0,"yes","cellular",7,"jul","unknown","no"
38,"management","married","tertiary",76,"no","cellular",7,"jul","unknown","no"
60,"management","married","secondary",725,"no","cellular",8,"jul","unknown","no"
55,"management","married","tertiary",979,"yes","cellular",8,"jul","unknown","no"
54,"management","married","tertiary",3,"yes","cellular",8,"jul","unknown","no"
53,"management","married","secondary",66,"yes","telephone",8,"jul","unknown","no"
49,"management","single","tertiary",151,"no","cellular",8,"jul","unknown","yes"
47,"management","married","tertiary",1890,"no","cellular",8,"jul","unknown","no"
33,"management","single","tertiary",99,"no","cellular",8,"jul","unknown","no"
28,"management","single","unknown",81,"yes","cellular",8,"jul","unknown","no"
28,"management","married","tertiary",3694,"yes","cellular",8,"jul","unknown","no"
27,"management","single","tertiary",0,"yes","cellular",8,"jul","unknown","no"
26,"management","single","tertiary",350,"no","cellular",8,"jul","unknown","no"
26,"management","single","tertiary",122,"yes","cellular",8,"jul","unknown","no"
59,"management","divorced","primary",133,"no","cellular",9,"jul","unknown","no"
56,"management","single","secondary",237,"no","telephone",9,"jul","unknown","no"
56,"management","married","tertiary",318,"yes","telephone",9,"jul","unknown","no"
52,"management","married","tertiary",0,"no","cellular",9,"jul","unknown","no"
51,"management","married","secondary",3180,"no","cellular",9,"jul","unknown","no"
50,"management","married","tertiary",0,"no","cellular",9,"jul","unknown","no"
44,"management","single","tertiary",1206,"no","cellular",9,"jul","unknown","no"
44,"management","married","tertiary",773,"yes","cellular",9,"jul","unknown","no"
35,"management","married","tertiary",2682,"no","cellular",9,"jul","unknown","no"
30,"management","married","tertiary",0,"no","cellular",9,"jul","unknown","no"
54,"management","divorced","tertiary",0,"yes","cellular",10,"jul","unknown","no"
44,"management","divorced","tertiary",-710,"no","cellular",10,"jul","unknown","no"
40,"management","married","unknown",419,"no","cellular",10,"jul","unknown","no"
34,"management","single","tertiary",1171,"no","cellular",10,"jul","unknown","no"
58,"management","married","primary",2769,"no","cellular",11,"jul","unknown","no"
44,"management","married","secondary",0,"no","cellular",11,"jul","unknown","no"
42,"management","married","tertiary",484,"no","cellular",11,"jul","unknown","no"
35,"management","married","tertiary",0,"no","cellular",11,"jul","unknown","no"
34,"management","married","tertiary",-73,"no","cellular",11,"jul","unknown","no"
41,"management","married","tertiary",3016,"no","cellular",14,"jul","unknown","no"
40,"management","married","tertiary",0,"no","cellular",14,"jul","unknown","no"
35,"management","married","secondary",724,"no","cellular",14,"jul","failure","yes"
34,"management","married","tertiary",1906,"no","cellular",14,"jul","unknown","no"
29,"management","married","tertiary",581,"yes","cellular",14,"jul","unknown","no"
47,"management","divorced","tertiary",1149,"yes","cellular",15,"jul","unknown","no"
43,"management","married","tertiary",348,"yes","cellular",15,"jul","unknown","no"
31,"management","married","tertiary",582,"no","cellular",15,"jul","unknown","no"
58,"management","married","tertiary",299,"no","cellular",16,"jul","unknown","no"
54,"management","married","tertiary",0,"no","cellular",16,"jul","unknown","no"
41,"management","divorced","tertiary",4567,"yes","cellular",16,"jul","unknown","no"
37,"management","married","tertiary",0,"no","cellular",16,"jul","success","yes"
36,"management","divorced","tertiary",649,"no","cellular",16,"jul","failure","no"
33,"management","married","tertiary",296,"no","cellular",16,"jul","unknown","no"
33,"management","married","tertiary",4,"no","cellular",16,"jul","unknown","no"
31,"management","single","tertiary",574,"no","cellular",16,"jul","unknown","no"
28,"management","single","tertiary",0,"no","cellular",16,"jul","unknown","yes"
41,"management","married","tertiary",49,"no","cellular",17,"jul","unknown","no"
40,"management","married","tertiary",-117,"no","cellular",17,"jul","unknown","no"
32,"management","married","tertiary",820,"no","cellular",17,"jul","unknown","no"
30,"management","married","tertiary",3134,"no","cellular",17,"jul","unknown","no"
30,"management","married","tertiary",931,"no","cellular",17,"jul","unknown","no"
43,"management","single","secondary",-1164,"yes","cellular",18,"jul","unknown","no"
41,"management","married","tertiary",4824,"yes","cellular",18,"jul","unknown","no"
32,"management","single","tertiary",2343,"no","cellular",18,"jul","unknown","no"
32,"management","married","tertiary",273,"yes","cellular",18,"jul","unknown","no"
31,"management","married","tertiary",325,"no","cellular",18,"jul","unknown","yes"
56,"management","married","tertiary",217,"yes","cellular",21,"jul","unknown","no"
54,"management","divorced","tertiary",1295,"no","cellular",21,"jul","unknown","no"
48,"management","single","tertiary",414,"no","cellular",21,"jul","unknown","no"
48,"management","single","secondary",290,"no","cellular",21,"jul","unknown","no"
46,"management","single","tertiary",2154,"no","cellular",21,"jul","unknown","no"
38,"management","married","tertiary",-558,"no","cellular",21,"jul","unknown","no"
35,"management","married","tertiary",0,"no","cellular",21,"jul","unknown","no"
34,"management","married","secondary",1007,"no","cellular",21,"jul","unknown","no"
32,"management","married","tertiary",71,"no","cellular",21,"jul","unknown","no"
29,"management","single","tertiary",3357,"no","cellular",21,"jul","unknown","no"
52,"management","married","secondary",-588,"no","cellular",22,"jul","unknown","no"
47,"management","married","tertiary",109,"no","cellular",22,"jul","unknown","no"
44,"management","married","primary",4758,"no","cellular",22,"jul","unknown","yes"
37,"management","married","tertiary",347,"no","cellular",22,"jul","unknown","no"
34,"management","single","tertiary",184,"no","cellular",22,"jul","unknown","no"
32,"management","single","tertiary",0,"no","cellular",22,"jul","unknown","no"
32,"management","married","tertiary",553,"no","cellular",22,"jul","unknown","no"
60,"management","single","tertiary",0,"yes","cellular",23,"jul","unknown","no"
44,"management","married","tertiary",332,"no","cellular",23,"jul","unknown","no"
44,"management","married","secondary",8262,"no","cellular",23,"jul","unknown","no"
42,"management","married","secondary",1331,"no","cellular",23,"jul","unknown","no"
40,"management","married","tertiary",294,"no","cellular",23,"jul","unknown","no"
34,"management","married","tertiary",415,"yes","cellular",23,"jul","unknown","no"
50,"management","divorced","tertiary",201,"no","cellular",24,"jul","unknown","no"
42,"management","divorced","tertiary",401,"no","cellular",24,"jul","unknown","no"
38,"management","single","tertiary",0,"no","cellular",24,"jul","unknown","no"
31,"management","married","tertiary",1224,"yes","cellular",24,"jul","unknown","yes"
56,"management","married","unknown",353,"yes","cellular",25,"jul","unknown","no"
51,"management","married","tertiary",-15,"no","cellular",25,"jul","unknown","no"
43,"management","divorced","tertiary",38,"no","cellular",25,"jul","unknown","no"
40,"management","married","tertiary",-7,"yes","telephone",25,"jul","unknown","no"
37,"management","married","tertiary",4039,"yes","cellular",25,"jul","unknown","no"
34,"management","married","tertiary",1116,"no","cellular",25,"jul","unknown","no"
32,"management","married","tertiary",3107,"yes","cellular",25,"jul","unknown","no"
31,"management","married","tertiary",430,"no","cellular",25,"jul","unknown","no"
30,"management","single","tertiary",2,"yes","cellular",25,"jul","unknown","yes"
30,"management","married","tertiary",1221,"no","telephone",25,"jul","unknown","yes"
28,"management","single","tertiary",1466,"no","cellular",25,"jul","unknown","no"
28,"management","single","tertiary",231,"yes","cellular",25,"jul","unknown","no"
58,"management","single","tertiary",331,"yes","cellular",28,"jul","unknown","no"
56,"management","divorced","tertiary",-59,"yes","cellular",28,"jul","unknown","no"
52,"management","single","tertiary",4,"yes","cellular",28,"jul","unknown","no"
39,"management","married","tertiary",278,"yes","cellular",28,"jul","unknown","no"
34,"management","married","tertiary",436,"yes","cellular",28,"jul","unknown","no"
29,"management","married","tertiary",361,"yes","cellular",28,"jul","unknown","no"
28,"management","single","tertiary",5549,"no","cellular",28,"jul","unknown","no"
26,"management","single","secondary",63,"no","cellular",28,"jul","unknown","no"
58,"management","married","tertiary",1517,"no","telephone",29,"jul","unknown","no"
58,"management","married","secondary",407,"no","cellular",29,"jul","unknown","no"
57,"management","married","tertiary",1602,"no","cellular",29,"jul","unknown","no"
40,"management","married","tertiary",-495,"yes","cellular",29,"jul","unknown","no"
36,"management","single","tertiary",442,"yes","cellular",29,"jul","unknown","no"
55,"management","married","tertiary",2366,"yes","cellular",30,"jul","unknown","no"
55,"management","married","tertiary",-375,"no","cellular",30,"jul","unknown","yes"
44,"management","married","secondary",-665,"no","cellular",30,"jul","unknown","no"
34,"management","married","tertiary",2892,"yes","cellular",30,"jul","unknown","no"
30,"management","single","tertiary",35,"no","cellular",30,"jul","unknown","no"
59,"management","divorced","tertiary",0,"no","cellular",31,"jul","unknown","no"
49,"management","single","primary",548,"no","telephone",31,"jul","unknown","no"
49,"management","divorced","tertiary",755,"no","cellular",31,"jul","unknown","yes"
47,"management","divorced","tertiary",94,"no","cellular",31,"jul","unknown","no"
45,"management","single","tertiary",16,"no","cellular",31,"jul","unknown","no"
44,"management","married","tertiary",4460,"no","telephone",31,"jul","unknown","no"
36,"management","married","tertiary",-381,"no","cellular",31,"jul","unknown","no"
30,"management","single","tertiary",47,"yes","cellular",31,"jul","unknown","no"
51,"management","married","tertiary",176,"yes","unknown",1,"jun","failure","no"
50,"management","married","tertiary",85,"yes","cellular",1,"jun","unknown","no"
48,"management","married","tertiary",1167,"yes","cellular",1,"jun","unknown","yes"
45,"management","divorced","tertiary",0,"no","unknown",1,"jun","unknown","no"
41,"management","married","tertiary",10758,"no","cellular",1,"jun","unknown","no"
26,"management","single","tertiary",1274,"no","cellular",1,"jun","failure","no"
56,"management","divorced","tertiary",659,"yes","cellular",2,"jun","unknown","no"
54,"management","married","tertiary",55,"no","cellular",2,"jun","unknown","no"
53,"management","married","unknown",2240,"no","cellular",2,"jun","success","yes"
43,"management","single","secondary",1029,"no","unknown",2,"jun","unknown","no"
40,"management","married","tertiary",1734,"no","unknown",2,"jun","unknown","no"
39,"management","single","tertiary",3797,"no","cellular",2,"jun","unknown","no"
39,"management","married","tertiary",2763,"no","unknown",2,"jun","unknown","yes"
39,"management","married","tertiary",0,"no","unknown",2,"jun","unknown","no"
36,"management","divorced","tertiary",5195,"no","unknown",2,"jun","unknown","no"
33,"management","divorced","secondary",1897,"yes","unknown",2,"jun","unknown","no"
32,"management","single","secondary",249,"no","unknown",2,"jun","unknown","no"
60,"management","divorced","tertiary",366,"no","cellular",3,"jun","unknown","yes"
52,"management","married","tertiary",575,"no","unknown",3,"jun","unknown","no"
41,"management","married","tertiary",437,"no","unknown",3,"jun","unknown","no"
37,"management","married","tertiary",865,"no","cellular",3,"jun","unknown","no"
37,"management","married","tertiary",0,"no","unknown",3,"jun","unknown","no"
36,"management","married","tertiary",27359,"no","unknown",3,"jun","unknown","no"
36,"management","married","tertiary",0,"yes","unknown",3,"jun","unknown","no"
34,"management","single","tertiary",618,"no","unknown",3,"jun","unknown","no"
34,"management","single","tertiary",340,"no","unknown",3,"jun","unknown","no"
33,"management","single","tertiary",1439,"no","cellular",3,"jun","unknown","no"
32,"management","single","tertiary",131,"no","unknown",3,"jun","unknown","no"
30,"management","single","tertiary",7845,"no","unknown",3,"jun","unknown","no"
30,"management","single","tertiary",2186,"no","unknown",3,"jun","unknown","no"
30,"management","single","tertiary",149,"no","unknown",3,"jun","unknown","no"
30,"management","married","tertiary",1476,"yes","unknown",3,"jun","unknown","no"
57,"management","married","primary",-226,"no","unknown",4,"jun","unknown","no"
52,"management","divorced","tertiary",907,"no","unknown",4,"jun","unknown","no"
49,"management","married","secondary",362,"no","unknown",4,"jun","unknown","no"
44,"management","married","tertiary",529,"no","unknown",4,"jun","unknown","no"
36,"management","divorced","tertiary",3611,"no","unknown",4,"jun","unknown","no"
35,"management","divorced","tertiary",160,"no","unknown",4,"jun","unknown","no"
33,"management","married","tertiary",1808,"no","unknown",4,"jun","unknown","no"
55,"management","divorced","tertiary",9756,"no","cellular",5,"jun","other","yes"
54,"management","married","tertiary",8295,"no","cellular",5,"jun","unknown","yes"
50,"management","married","unknown",3304,"no","unknown",5,"jun","unknown","no"
46,"management","divorced","tertiary",743,"no","unknown",5,"jun","unknown","no"
41,"management","married","tertiary",140,"no","unknown",5,"jun","unknown","no"
37,"management","divorced","tertiary",168,"no","unknown",5,"jun","unknown","no"
28,"management","single","secondary",1633,"no","cellular",5,"jun","unknown","yes"
27,"management","single","tertiary",703,"no","unknown",5,"jun","unknown","yes"
41,"management","married","tertiary",251,"yes","unknown",6,"jun","unknown","no"
40,"management","married","primary",733,"no","unknown",6,"jun","unknown","no"
37,"management","married","tertiary",1698,"no","unknown",6,"jun","unknown","no"
36,"management","married","tertiary",254,"no","unknown",6,"jun","unknown","no"
30,"management","single","tertiary",329,"no","unknown",6,"jun","unknown","no"
26,"management","single","secondary",565,"no","unknown",6,"jun","unknown","no"
49,"management","divorced","tertiary",1405,"no","unknown",8,"jun","unknown","no"
60,"management","married","primary",4895,"no","unknown",9,"jun","unknown","no"
56,"management","divorced","tertiary",1016,"no","unknown",9,"jun","unknown","no"
55,"management","married","primary",229,"yes","unknown",9,"jun","unknown","no"
53,"management","married","primary",2096,"no","unknown",9,"jun","unknown","no"
49,"management","married","secondary",321,"no","unknown",9,"jun","unknown","no"
47,"management","married","unknown",150,"no","unknown",9,"jun","unknown","no"
47,"management","single","tertiary",0,"no","unknown",11,"jun","unknown","no"
44,"management","married","tertiary",13893,"no","unknown",11,"jun","unknown","no"
32,"management","single","tertiary",1160,"yes","unknown",11,"jun","unknown","no"
52,"management","divorced","tertiary",50,"no","unknown",12,"jun","unknown","no"
45,"management","married","tertiary",3370,"no","unknown",12,"jun","unknown","no"
41,"management","single","secondary",764,"no","cellular",12,"jun","unknown","no"
40,"management","married","tertiary",1041,"no","unknown",12,"jun","unknown","no"
26,"management","single","tertiary",170,"no","cellular",15,"jun","unknown","yes"
40,"management","married","tertiary",60,"no","unknown",16,"jun","unknown","no"
38,"management","married","tertiary",7124,"no","unknown",16,"jun","unknown","no"
38,"management","married","tertiary",-469,"no","unknown",16,"jun","unknown","no"
34,"management","married","tertiary",180,"no","cellular",16,"jun","unknown","no"
30,"management","single","tertiary",775,"no","unknown",16,"jun","unknown","no"
30,"management","single","tertiary",2,"no","cellular",16,"jun","failure","no"
29,"management","single","secondary",584,"no","unknown",16,"jun","unknown","no"
56,"management","married","tertiary",21664,"no","unknown",17,"jun","unknown","no"
50,"management","single","primary",766,"no","unknown",17,"jun","unknown","no"
48,"management","married","tertiary",6613,"no","unknown",17,"jun","unknown","no"
46,"management","single","primary",538,"no","unknown",17,"jun","unknown","no"
46,"management","divorced","tertiary",25,"no","unknown",17,"jun","unknown","no"
38,"management","married","tertiary",12877,"no","unknown",17,"jun","unknown","no"
34,"management","married","tertiary",3301,"no","cellular",17,"jun","failure","yes"
58,"management","married","tertiary",2729,"no","unknown",18,"jun","unknown","no"
57,"management","married","tertiary",1172,"no","unknown",18,"jun","unknown","no"
45,"management","divorced","tertiary",959,"no","unknown",18,"jun","unknown","no"
45,"management","divorced","tertiary",220,"no","unknown",18,"jun","unknown","no"
44,"management","married","tertiary",17361,"no","unknown",18,"jun","unknown","no"
39,"management","divorced","tertiary",26,"no","unknown",18,"jun","unknown","no"
60,"management","married","unknown",6313,"no","unknown",19,"jun","unknown","no"
53,"management","married","tertiary",4,"no","unknown",20,"jun","unknown","no"
53,"management","married","primary",4086,"no","unknown",20,"jun","unknown","no"
47,"management","divorced","tertiary",2515,"no","unknown",20,"jun","unknown","no"
46,"management","married","secondary",12186,"no","unknown",20,"jun","unknown","no"
44,"management","married","secondary",-1746,"no","unknown",20,"jun","unknown","no"
42,"management","divorced","tertiary",0,"no","unknown",20,"jun","unknown","no"
40,"management","married","tertiary",10786,"no","unknown",20,"jun","unknown","no"
66,"management","married","tertiary",1048,"no","cellular",23,"jun","unknown","no"
32,"management","married","tertiary",913,"no","cellular",23,"jun","failure","no"
27,"management","single","tertiary",446,"no","cellular",23,"jun","unknown","no"
50,"management","married","tertiary",-94,"yes","unknown",25,"jun","unknown","no"
38,"management","single","tertiary",623,"no","cellular",28,"jun","other","yes"
33,"management","single","tertiary",3143,"no","cellular",29,"jun","unknown","yes"
45,"management","married","tertiary",1529,"no","cellular",30,"jun","unknown","no"
37,"management","married","tertiary",1315,"no","cellular",30,"jun","unknown","yes"
48,"management","married","primary",606,"no","cellular",5,"mar","unknown","no"
61,"management","married","tertiary",997,"no","cellular",10,"mar","unknown","yes"
28,"management","single","secondary",171,"no","cellular",10,"mar","unknown","yes"
54,"management","divorced","tertiary",7010,"no","cellular",11,"mar","unknown","no"
44,"management","married","tertiary",1058,"no","cellular",11,"mar","unknown","yes"
37,"management","married","tertiary",0,"no","cellular",11,"mar","failure","no"
36,"management","married","tertiary",495,"no","cellular",12,"mar","success","yes"
40,"management","single","tertiary",1509,"no","cellular",15,"mar","failure","no"
51,"management","married","tertiary",1612,"no","cellular",16,"mar","failure","no"
30,"management","single","tertiary",201,"no","cellular",17,"mar","unknown","yes"
46,"management","married","tertiary",273,"no","cellular",18,"mar","success","yes"
35,"management","single","tertiary",5958,"no","cellular",22,"mar","unknown","yes"
58,"management","married","secondary",111,"no","telephone",24,"mar","unknown","no"
36,"management","married","tertiary",9324,"no","cellular",30,"mar","unknown","no"
30,"management","single","tertiary",6495,"no","cellular",30,"mar","unknown","no"
46,"management","single","tertiary",334,"no","telephone",4,"may","other","no"
42,"management","single","tertiary",10907,"no","cellular",4,"may","unknown","no"
40,"management","married","tertiary",7780,"no","telephone",4,"may","other","no"
35,"management","married","tertiary",93,"no","cellular",4,"may","other","no"
33,"management","married","secondary",11,"no","cellular",4,"may","unknown","no"
27,"management","single","tertiary",88,"no","cellular",4,"may","unknown","no"
51,"management","married","tertiary",630,"no","cellular",5,"may","unknown","no"
48,"management","married","tertiary",263,"no","unknown",5,"may","unknown","no"
41,"management","married","tertiary",326,"no","cellular",5,"may","unknown","yes"
41,"management","married","tertiary",176,"yes","unknown",5,"may","unknown","no"
33,"management","single","tertiary",-67,"no","unknown",5,"may","unknown","no"
32,"management","single","tertiary",112,"no","cellular",5,"may","unknown","no"
32,"management","married","tertiary",4761,"no","cellular",5,"may","failure","no"
49,"management","married","tertiary",92,"no","unknown",6,"may","unknown","no"
48,"management","married","tertiary",586,"yes","cellular",6,"may","unknown","no"
48,"management","divorced","tertiary",1328,"no","unknown",6,"may","unknown","no"
46,"management","married","tertiary",523,"no","cellular",6,"may","failure","no"
45,"management","married","tertiary",-192,"no","cellular",6,"may","unknown","no"
45,"management","married","tertiary",-206,"no","cellular",6,"may","unknown","no"
42,"management","married","primary",-679,"yes","cellular",6,"may","failure","no"
40,"management","divorced","tertiary",69,"no","cellular",6,"may","failure","no"
38,"management","single","tertiary",427,"no","cellular",6,"may","failure","no"
38,"management","single","tertiary",104,"no","cellular",6,"may","unknown","yes"
38,"management","married","tertiary",389,"no","unknown",6,"may","unknown","no"
37,"management","single","tertiary",509,"no","cellular",6,"may","unknown","no"
36,"management","married","tertiary",222,"no","cellular",6,"may","failure","no"
33,"management","married","secondary",3935,"no","cellular",6,"may","failure","yes"
32,"management","single","tertiary",151,"no","unknown",6,"may","unknown","no"
52,"management","married","tertiary",-1224,"no","cellular",7,"may","unknown","no"
48,"management","married","tertiary",60,"no","telephone",7,"may","failure","no"
47,"management","divorced","tertiary",447,"yes","unknown",7,"may","unknown","no"
46,"management","married","tertiary",0,"no","unknown",7,"may","unknown","no"
42,"management","divorced","tertiary",221,"no","unknown",7,"may","unknown","no"
41,"management","married","tertiary",72,"no","unknown",7,"may","unknown","no"
37,"management","single","tertiary",815,"no","cellular",7,"may","unknown","no"
37,"management","married","tertiary",502,"no","cellular",7,"may","failure","no"
36,"management","single","tertiary",260,"no","cellular",7,"may","unknown","no"
36,"management","single","tertiary",243,"no","cellular",7,"may","failure","no"
36,"management","single","tertiary",-679,"yes","cellular",7,"may","failure","no"
34,"management","single","tertiary",2679,"no","cellular",7,"may","unknown","no"
34,"management","single","tertiary",872,"no","unknown",7,"may","unknown","no"
34,"management","single","tertiary",171,"no","cellular",7,"may","failure","no"
30,"management","married","secondary",-559,"yes","cellular",7,"may","failure","no"
29,"management","married","tertiary",199,"yes","unknown",7,"may","unknown","yes"
58,"management","married","tertiary",541,"no","cellular",8,"may","unknown","no"
57,"management","married","tertiary",1341,"no","unknown",8,"may","unknown","no"
55,"management","divorced","tertiary",481,"no","telephone",8,"may","failure","no"
50,"management","married","tertiary",-470,"no","cellular",8,"may","failure","no"
50,"management","divorced","tertiary",356,"no","cellular",8,"may","other","no"
48,"management","married","unknown",0,"no","cellular",8,"may","other","no"
44,"management","married","secondary",576,"no","unknown",8,"may","unknown","no"
44,"management","married","secondary",438,"no","telephone",8,"may","failure","no"
43,"management","married","tertiary",489,"no","cellular",8,"may","other","no"
43,"management","divorced","tertiary",388,"no","unknown",8,"may","unknown","yes"
36,"management","single","tertiary",1531,"no","cellular",8,"may","failure","no"
36,"management","married","tertiary",1852,"no","unknown",8,"may","unknown","no"
34,"management","married","tertiary",133,"no","unknown",8,"may","unknown","no"
34,"management","married","tertiary",0,"no","unknown",8,"may","unknown","no"
33,"management","single","tertiary",9449,"no","cellular",8,"may","unknown","no"
32,"management","single","tertiary",751,"no","unknown",8,"may","unknown","no"
32,"management","divorced","tertiary",1,"no","unknown",8,"may","unknown","no"
43,"management","married","tertiary",291,"no","unknown",9,"may","unknown","no"
41,"management","married","unknown",2457,"no","unknown",9,"may","unknown","no"
35,"management","married","tertiary",4286,"no","unknown",9,"may","unknown","no"
35,"management","divorced","tertiary",321,"no","unknown",9,"may","unknown","no"
34,"management","single","tertiary",318,"no","unknown",9,"may","unknown","no"
31,"management","single","tertiary",6248,"no","unknown",9,"may","unknown","no"
58,"management","single","tertiary",2,"no","telephone",11,"may","unknown","no"
52,"management","married","tertiary",-11,"no","cellular",11,"may","unknown","no"
51,"management","single","tertiary",-55,"no","cellular",11,"may","failure","no"
40,"management","married","tertiary",-17,"yes","cellular",11,"may","success","yes"
39,"management","married","tertiary",763,"no","cellular",11,"may","other","yes"
38,"management","single","tertiary",493,"no","cellular",11,"may","failure","no"
37,"management","divorced","tertiary",0,"no","cellular",11,"may","unknown","no"
35,"management","divorced","tertiary",434,"no","cellular",11,"may","success","no"
32,"management","single","tertiary",473,"no","cellular",11,"may","other","no"
54,"management","married","tertiary",384,"no","cellular",12,"may","unknown","no"
42,"management","married","secondary",-189,"no","unknown",12,"may","unknown","no"
40,"management","single","unknown",838,"no","unknown",12,"may","unknown","no"
40,"management","single","tertiary",1509,"no","cellular",12,"may","failure","no"
39,"management","single","tertiary",0,"no","cellular",12,"may","failure","no"
32,"management","single","tertiary",311,"no","unknown",12,"may","unknown","yes"
30,"management","married","secondary",0,"no","cellular",12,"may","unknown","no"
29,"management","married","tertiary",20,"no","cellular",12,"may","unknown","no"
26,"management","divorced","tertiary",-402,"yes","unknown",12,"may","unknown","no"
57,"management","married","primary",1052,"no","unknown",13,"may","unknown","no"
50,"management","divorced","tertiary",100,"yes","cellular",13,"may","failure","no"
43,"management","divorced","tertiary",497,"no","cellular",13,"may","failure","no"
38,"management","single","tertiary",15030,"no","cellular",13,"may","other","no"
38,"management","married","tertiary",2278,"yes","cellular",13,"may","unknown","no"
38,"management","married","tertiary",0,"no","cellular",13,"may","failure","no"
34,"management","married","tertiary",3050,"no","cellular",13,"may","unknown","yes"
34,"management","married","tertiary",1557,"yes","unknown",13,"may","unknown","no"
33,"management","married","tertiary",1064,"no","cellular",13,"may","unknown","yes"
31,"management","married","tertiary",623,"no","cellular",13,"may","failure","no"
28,"management","single","tertiary",4937,"no","telephone",13,"may","unknown","no"
55,"management","married","tertiary",0,"no","unknown",14,"may","unknown","no"
53,"management","married","tertiary",4446,"no","unknown",14,"may","unknown","no"
48,"management","married","primary",247,"yes","unknown",14,"may","unknown","no"
48,"management","divorced","tertiary",541,"no","cellular",14,"may","other","no"
46,"management","divorced","tertiary",225,"no","cellular",14,"may","other","no"
44,"management","married","unknown",415,"no","telephone",14,"may","unknown","no"
37,"management","married","tertiary",393,"no","cellular",14,"may","failure","yes"
37,"management","divorced","secondary",1287,"no","cellular",14,"may","unknown","no"
36,"management","married","tertiary",-296,"no","cellular",14,"may","unknown","no"
36,"management","married","secondary",1825,"no","cellular",14,"may","failure","no"
34,"management","married","tertiary",902,"no","cellular",14,"may","other","no"
32,"management","married","tertiary",2431,"no","cellular",14,"may","unknown","yes"
32,"management","married","tertiary",62,"no","cellular",14,"may","unknown","no"
31,"management","married","tertiary",22546,"no","cellular",14,"may","failure","no"
31,"management","married","tertiary",1750,"no","telephone",14,"may","unknown","no"
31,"management","married","tertiary",0,"no","unknown",14,"may","unknown","no"
31,"management","married","secondary",466,"no","cellular",14,"may","unknown","no"
29,"management","single","tertiary",21,"no","cellular",14,"may","failure","no"
28,"management","single","tertiary",1027,"no","cellular",14,"may","unknown","no"
58,"management","divorced","tertiary",1533,"no","unknown",15,"may","unknown","no"
56,"management","married","tertiary",334,"no","unknown",15,"may","unknown","no"
51,"management","single","tertiary",297,"no","cellular",15,"may","failure","yes"
48,"management","married","tertiary",-13,"no","cellular",15,"may","other","no"
44,"management","single","tertiary",-1313,"yes","cellular",15,"may","unknown","no"
44,"management","married","secondary",2984,"no","unknown",15,"may","unknown","no"
43,"management","married","tertiary",2767,"no","unknown",15,"may","unknown","no"
40,"management","married","tertiary",-1212,"no","cellular",15,"may","failure","no"
34,"management","single","tertiary",178,"no","cellular",15,"may","unknown","no"
33,"management","married","tertiary",287,"no","cellular",15,"may","other","no"
31,"management","married","tertiary",1010,"no","cellular",15,"may","other","no"
27,"management","single","tertiary",212,"no","cellular",15,"may","unknown","no"
57,"management","married","tertiary",3431,"no","unknown",16,"may","unknown","no"
50,"management","single","tertiary",567,"no","unknown",16,"may","unknown","no"
43,"management","single","secondary",-228,"yes","unknown",16,"may","unknown","no"
43,"management","married","secondary",-26,"no","unknown",16,"may","unknown","no"
40,"management","single","secondary",192,"no","unknown",16,"may","unknown","no"
33,"management","married","tertiary",273,"no","unknown",16,"may","unknown","yes"
29,"management","single","tertiary",0,"no","unknown",16,"may","unknown","no"
58,"management","married","primary",76,"no","telephone",18,"may","unknown","no"
56,"management","divorced","tertiary",2959,"no","telephone",18,"may","unknown","no"
34,"management","married","tertiary",1657,"no","cellular",18,"may","failure","no"
32,"management","single","tertiary",347,"no","cellular",18,"may","failure","no"
31,"management","single","tertiary",62,"no","cellular",18,"may","failure","no"
29,"management","single","tertiary",4210,"no","cellular",18,"may","unknown","no"
29,"management","married","tertiary",318,"no","cellular",18,"may","failure","no"
28,"management","married","tertiary",1480,"no","cellular",18,"may","unknown","no"
25,"management","married","tertiary",-242,"yes","cellular",18,"may","other","yes"
55,"management","divorced","unknown",2,"no","unknown",19,"may","unknown","no"
46,"management","divorced","secondary",361,"no","unknown",19,"may","unknown","no"
43,"management","married","primary",8167,"no","unknown",19,"may","unknown","no"
42,"management","divorced","tertiary",0,"no","unknown",19,"may","unknown","no"
35,"management","married","tertiary",1253,"no","unknown",19,"may","unknown","no"
28,"management","single","tertiary",3238,"no","unknown",19,"may","unknown","no"
46,"management","married","tertiary",477,"no","unknown",20,"may","unknown","no"
42,"management","married","secondary",2416,"no","unknown",20,"may","unknown","no"
38,"management","married","tertiary",0,"no","unknown",20,"may","unknown","no"
37,"management","single","unknown",715,"no","unknown",20,"may","unknown","no"
36,"management","married","tertiary",860,"no","unknown",20,"may","unknown","no"
33,"management","single","primary",4897,"no","unknown",20,"may","unknown","no"
